36.89,93.99,136.3,50.7,196,56.86,1
49.67,39.02,412.3,59.6,133,40.34,2
86.51,63.06,35.4,78.5,86,51.9,0
51.74,53.04,678.5,32.6,82,24.46,2
71.62,35.86,71.2,44.7,96,71.89,3
72.81,27.42,78.1,72.5,167,55.38,0
38.04,64.93,106.3,48.8,183,58.76,1
62.93,56.91,415.0,45.7,76,32.34,2
12.99,29.02,71.4,62.9,114,74.58,3
20.53,44.76,861.6,39.3,147,70.45,2
12.9,13.9,322.8,32.3,135,10.14,2
62.62,89.49,98.8,63.7,161,53.66,1
97.3,55.63,168.8,85.7,166,61.16,0
65.72,21.04,35.1,50.9,106,97.17,3
92.93,67.89,48.3,82.8,88,49.44,0
61.77,10.05,340.8,36.0,121,22.61,2
22.37,26.85,596.3,47.9,135,39.32,2
12.78,60.13,593.1,55.2,80,73.22,2
61.41,43.44,8.8,49.2,99,74.99,3
72.86,40.43,92.2,63.0,96,61.49,0
72.72,17.62,113.0,66.9,101,24.1,0
62.76,20.31,56.9,63.0,114,49.56,0
24.3,26.83,413.0,45.8,139,27.27,2
97.18,30.27,177.2,83.2,66,21.48,0
49.43,44.57,426.0,43.3,131,30.4,2
45.09,21.36,413.1,40.1,58,18.13,2
50.56,15.63,130.3,57.6,105,96.77,3
13.7,33.97,124.5,69.4,94,84.0,3
56.13,26.14,905.7,50.1,147,19.07,2
63.72,58.35,45.5,63.0,143,19.48,0
62.19,61.19,110.0,63.0,171,21.76,0
22.46,36.33,723.8,41.1,104,28.17,2
71.29,54.21,645.8,37.3,100,36.44,2
61.86,12.96,342.5,41.6,84,18.09,2
63.14,91.65,79.7,51.2,223,46.98,1
72.39,36.9,119.7,69.2,127,61.58,0
85.76,28.8,52.1,71.2,175,34.0,0
70.86,60.21,84.0,70.3,82,61.16,0
55.14,65.96,68.0,69.2,143,47.99,1
59.68,30.7,953.6,56.8,115,45.65,2
63.64,22.82,598.3,41.0,98,59.11,2
22.92,83.29,86.6,49.0,170,53.48,1
51.28,79.94,41.2,52.5,166,43.3,1
12.25,41.09,141.3,60.2,108,97.87,3
65.16,31.03,108.7,63.0,85,33.31,0
37.91,25.71,47.5,39.5,78,86.39,3
25.54,53.73,956.6,30.2,127,10.46,2
41.99,55.19,28.8,41.6,80,77.31,3
86.87,29.83,19.4,72.2,63,24.42,0
21.01,22.18,710.6,39.0,107,18.47,2
68.9,63.96,131.1,45.9,95,78.94,3
84.76,24.0,48.2,73.3,157,34.03,0
52.27,23.17,36.0,52.9,65,87.9,3
29.85,57.49,810.9,51.4,134,58.58,2
46.02,92.17,104.8,46.0,172,44.44,1
85.58,47.8,115.5,72.9,98,26.98,0
54.75,45.44,170.1,34.8,147,82.35,3
79.23,60.55,65.5,66.2,117,29.98,0
12.98,34.15,93.5,55.6,134,88.06,3
83.4,64.99,135.0,71.9,127,39.65,0
82.77,23.52,124.0,73.0,138,33.72,0
77.82,33.57,159.2,69.7,88,55.71,0
63.27,27.6,159.7,63.0,77,18.79,0
45.54,68.89,23.7,62.3,140,68.09,1
24.79,76.26,157.6,28.7,176,66.11,1
25.81,71.28,154.3,54.7,140,42.96,1
77.84,51.17,130.0,76.2,54,65.14,0
67.77,62.58,134.1,67.2,77,60.58,0
37.25,92.35,76.3,61.0,188,57.52,1
71.03,56.51,301.9,51.3,93,17.02,2
36.41,69.43,131.5,39.8,173,17.38,1
93.42,53.85,92.3,82.5,162,40.96,0
39.98,44.33,71.4,28.8,122,71.43,3
29.74,25.49,59.5,28.5,123,79.18,3
46.53,66.86,19.4,55.9,167,66.81,1
87.56,29.9,156.3,78.1,166,28.44,0
30.82,66.21,68.7,64.2,140,52.29,1
56.81,24.61,89.2,46.3,110,78.1,3
29.93,64.74,75.6,61.1,51,84.42,3
25.63,81.97,22.7,33.1,149,42.56,1
24.27,24.69,658.7,67.2,111,66.1,2
23.42,59.73,545.5,49.9,144,73.34,2
69.76,26.34,69.2,54.5,156,70.61,3
72.0,35.44,676.6,39.5,77,40.95,2
47.16,90.62,127.2,48.2,187,44.37,1
74.73,25.92,355.0,32.5,117,68.9,2
70.47,25.48,284.4,39.2,126,53.73,2
69.45,63.94,573.3,43.8,93,74.45,2
29.8,39.33,162.0,49.0,92,68.79,3
68.9,39.49,23.7,63.0,163,27.34,0
75.61,35.02,6.7,63.0,139,63.61,0
20.04,56.2,911.3,50.6,103,76.15,2
71.97,90.19,92.2,34.6,183,63.53,1
94.82,20.36,16.2,81.5,50,39.86,0
38.14,63.09,247.6,37.6,136,66.95,2
70.3,63.38,11.9,63.9,109,22.33,0
71.71,49.58,68.5,45.1,114,94.66,3
90.68,45.66,44.3,80.1,162,60.76,0
85.55,49.83,27.6,72.5,92,15.76,0
92.66,45.12,155.9,77.1,69,48.26,0
28.03,95.22,81.7,41.1,200,8.42,1
53.19,52.93,142.6,30.6,157,88.8,3
13.35,50.5,152.1,51.7,163,99.45,3
16.76,63.12,6.6,40.4,140,22.56,1
22.24,10.37,359.2,32.6,92,19.45,2
56.44,69.27,61.1,39.2,163,18.16,1
56.15,47.07,260.1,55.4,67,44.07,2
95.19,63.37,91.0,83.2,124,42.58,0
35.88,66.1,115.0,33.5,140,59.98,1
19.19,44.12,291.4,49.8,103,54.88,2
26.41,87.98,107.5,66.3,187,69.11,1
31.98,87.24,175.9,65.2,164,33.36,1
18.59,50.33,150.6,49.9,151,96.39,3
56.05,63.38,125.0,35.3,140,26.08,1
36.08,64.76,27.7,57.3,140,10.8,1
56.46,77.35,116.3,31.2,140,19.27,1
46.21,63.77,548.9,62.1,117,11.84,2
67.1,59.8,27.7,38.7,72,98.51,3
67.36,58.83,33.6,63.0,50,51.31,0
46.36,19.95,46.1,41.4,117,81.79,3
33.25,28.3,860.2,45.0,152,65.57,2
43.48,48.03,123.1,63.2,116,84.8,3
41.8,36.21,576.2,40.7,148,44.95,2
63.13,16.0,156.7,64.1,159,40.13,0
34.24,24.79,35.0,46.3,125,71.99,3
63.82,88.14,138.8,66.1,179,69.03,1
59.94,37.9,6.7,42.9,69,72.22,3
86.04,22.98,29.9,77.0,145,50.06,0
65.2,89.32,33.1,36.9,195,26.72,1
43.07,30.5,141.4,42.8,85,97.84,3
35.01,93.13,182.6,58.8,217,36.87,1
71.57,23.81,179.1,63.0,156,47.02,0
46.56,97.62,144.3,66.9,221,49.41,1
80.9,65.09,128.9,71.5,83,51.81,0
75.9,63.92,156.9,70.5,68,14.29,0
85.35,39.71,18.8,75.0,123,34.33,0
24.53,11.14,847.0,44.8,146,55.67,2
34.91,52.09,440.7,48.0,142,44.96,2
15.15,33.02,159.5,43.7,165,77.58,3
91.41,49.84,74.5,92.8,115,69.29,0
40.6,82.84,7.5,37.0,183,11.91,1
68.84,65.15,31.9,64.3,86,10.98,0
72.78,56.58,171.2,63.0,60,44.51,0
21.29,81.08,132.2,41.0,175,47.02,1
76.31,65.22,87.8,74.4,126,36.68,0
55.6,43.37,63.6,54.1,63,80.79,3
38.12,78.55,36.4,59.5,199,41.69,1
16.42,86.19,75.3,67.3,156,57.59,1
29.12,55.73,191.6,49.2,58,70.02,2
19.01,27.23,411.3,52.0,110,25.66,2
91.54,23.75,39.9,73.7,100,24.13,0
62.9,16.78,23.3,63.0,97,27.32,0
31.36,27.59,555.3,43.1,120,61.04,2
41.58,61.9,635.5,54.5,108,44.62,2
15.84,43.33,444.4,62.0,158,36.97,2
17.2,38.77,80.9,49.9,82,97.48,3
62.13,98.11,82.6,32.3,188,44.95,1
38.18,51.5,751.1,60.1,104,23.79,2
69.27,85.29,93.9,37.0,198,69.74,1
62.79,52.36,96.6,57.8,109,74.97,3
71.14,60.37,913.9,36.1,119,19.33,2
48.45,23.73,138.2,29.1,130,84.34,3
58.89,69.97,42.3,45.3,140,41.3,1
12.81,45.11,324.6,52.5,160,39.39,2
74.78,26.98,360.4,55.6,159,55.42,2
64.74,35.55,91.7,63.0,108,71.72,0
25.71,48.04,162.5,31.3,117,77.81,3
94.24,24.3,99.5,81.3,168,41.6,0
66.58,43.66,547.3,48.6,116,36.98,2
70.51,73.87,129.3,49.7,180,45.34,1
55.36,54.39,155.9,28.7,162,91.28,3
42.58,31.77,25.3,46.8,149,95.3,3
41.15,70.25,172.3,68.0,142,44.03,1
63.71,81.77,102.5,42.0,140,16.02,1
89.96,67.83,93.8,71.5,72,19.88,0
22.59,83.2,149.0,46.7,162,66.23,1
68.45,37.55,69.5,67.4,122,48.41,0
97.96,25.99,27.8,91.1,66,69.35,0
71.97,73.97,67.5,36.6,146,38.2,1
16.36,57.56,990.9,49.9,52,52.91,2
70.79,14.7,119.5,63.0,97,58.16,0
61.24,58.26,869.5,54.9,144,11.47,2
64.13,16.53,369.0,34.6,91,11.7,2
91.74,15.97,141.5,81.1,57,61.17,0
17.81,25.73,136.6,57.5,163,85.32,3
63.91,43.13,164.7,63.0,79,44.11,0
28.04,19.45,502.8,30.6,70,59.01,2
32.86,22.75,520.3,43.4,140,19.08,2
12.65,50.74,141.9,65.0,132,68.16,3
68.31,88.04,159.3,51.5,165,16.01,1
68.9,32.46,53.0,63.0,119,47.36,0
53.16,65.49,126.2,60.8,140,53.4,1
17.35,76.13,120.7,52.8,140,35.53,1
42.9,51.26,841.5,62.5,134,63.66,2
75.61,25.23,171.4,67.7,154,46.85,0
67.43,40.42,160.6,59.6,127,97.18,3
17.28,57.79,35.4,59.8,116,74.9,3
48.44,66.65,90.5,62.8,140,47.11,1
56.7,64.01,7.6,34.8,143,53.77,1
30.63,48.83,411.4,36.2,51,31.92,2
32.36,19.74,725.2,30.5,111,16.09,2
41.6,60.15,443.8,61.3,66,38.38,2
28.75,85.25,140.5,61.7,173,41.34,1
32.1,25.05,365.8,59.9,139,65.41,2
62.34,14.59,17.7,63.0,64,59.0,0
73.27,26.38,43.6,76.3,125,24.28,0
77.44,34.16,16.8,79.3,114,43.01,0
37.53,62.15,103.5,41.8,140,32.68,1
29.0,39.02,166.3,53.1,52,84.67,3
17.03,86.45,13.2,68.4,180,23.08,1
39.37,65.31,116.1,33.0,152,22.1,1
53.14,23.32,692.5,58.0,70,75.93,2
27.38,24.06,535.1,57.6,102,13.58,2
13.63,36.07,716.5,57.5,163,52.73,2
94.46,57.19,152.8,69.2,174,52.88,0
21.7,49.32,811.0,65.0,165,13.93,2
97.62,57.13,91.1,91.8,123,43.73,0
63.39,32.89,346.4,62.1,92,15.41,2
49.27,55.62,85.2,70.8,134,87.18,3
24.58,56.21,61.0,39.2,92,96.51,3
